"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2931692";"2013";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.2";"3.2";"242";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"2931206";"2013";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.8";"";"";"1.3";"2.3";"86";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"2931650";"2013";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.0";"";"";"2.1";"3.9";"184";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"2932170";"2013";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.3";"3.4";"255";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"2931910";"2013";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.2";"3.2";"349";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"2932037";"2013";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.7";"2.3";"345";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"2931357";"2013";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.9";"";"";"1.5";"2.2";"195";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"2931484";"2013";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.8";"2.8";"170";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"2932198";"2013";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.0";"3.1";"164";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"2932812";"2013";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.7";"3.6";"1438";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
