"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2944642";"2015";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.0";"286";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"2944870";"2015";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.4";"2.7";"96";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"2945089";"2015";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"2.9";"3.9";"412";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"2944926";"2015";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.2";"3.6";"270";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"2944440";"2015";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"2.0";"2.6";"344";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"2944473";"2015";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"2.0";"2.7";"414";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"2945564";"2015";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.7";"";"";"1.4";"2.0";"334";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"2945213";"2015";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.2";"";"";"2.3";"4.0";"179";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"2945526";"2015";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.1";"3.4";"159";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"2945662";"2015";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.1";"3.2";"380";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"2945308";"2015";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.3";"3.6";"190";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"2945812";"2015";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.4";"3.3";"288";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"2945937";"2015";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.7";"";"";"1.3";"2.0";"167";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"2946062";"2015";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"2.0";"3.0";"185";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"2946375";"2015";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.1";"230";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
"2946691";"2015";"IA";"Iowa";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.7";"";"";"1.3";"2.0";"169";"Overall";"Overall";"CHCKIDNY";"18";"18";"";"";"";"";"";""
"2946329";"2015";"KS";"Kansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.5";"3.0";"851";"Overall";"Overall";"CHCKIDNY";"19";"19";"";"";"";"";"";""
"2946553";"2015";"KY";"Kentucky";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.3";"3.3";"356";"Overall";"Overall";"CHCKIDNY";"20";"20";"";"";"";"";"";""
"2946778";"2015";"LA";"Louisiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.0";"191";"Overall";"Overall";"CHCKIDNY";"21";"21";"";"";"";"";"";""
"2947091";"2015";"ME";"Maine";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.8";"2.7";"281";"Overall";"Overall";"CHCKIDNY";"22";"22";"";"";"";"";"";""
"2946636";"2015";"MD";"Maryland";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.7";"2.7";"431";"Overall";"Overall";"CHCKIDNY";"23";"23";"";"";"";"";"";""
"2947152";"2015";"MA";"Massachusetts";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.8";"2.6";"291";"Overall";"Overall";"CHCKIDNY";"24";"24";"";"";"";"";"";""
"2947809";"2015";"MI";"Michigan";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.7";"3.5";"380";"Overall";"Overall";"CHCKIDNY";"25";"25";"";"";"";"";"";""
"2947213";"2015";"MN";"Minnesota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.9";"";"";"1.6";"2.1";"453";"Overall";"Overall";"CHCKIDNY";"26";"26";"";"";"";"";"";""
"2947673";"2015";"MS";"Mississippi";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.2";"3.1";"239";"Overall";"Overall";"CHCKIDNY";"27";"27";"";"";"";"";"";""
"2947276";"2015";"MO";"Missouri";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.1";"280";"Overall";"Overall";"CHCKIDNY";"28";"28";"";"";"";"";"";""
"2947734";"2015";"MT";"Montana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.7";"2.7";"189";"Overall";"Overall";"CHCKIDNY";"29";"29";"";"";"";"";"";""
"2947428";"2015";"NE";"Nebraska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.9";"2.4";"550";"Overall";"Overall";"CHCKIDNY";"30";"30";"";"";"";"";"";""
"2948078";"2015";"NV";"Nevada";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.2";"4.0";"118";"Overall";"Overall";"CHCKIDNY";"31";"31";"";"";"";"";"";""
