"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2926292";"2012";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.8";"2.6";"308";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"2926787";"2012";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.7";"2.8";"102";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"2926875";"2012";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.5";"";"";"2.9";"4.2";"337";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"2926963";"2012";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.1";"205";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"2927051";"2012";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"2.2";"2.8";"519";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"2927139";"2012";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.6";"2.3";"306";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"2926635";"2012";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.7";"2.4";"237";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"2927503";"2012";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.8";"2.8";"152";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"2927204";"2012";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"1.9";"3.3";"117";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"2927782";"2012";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.2";"";"";"2.6";"3.7";"321";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"2927576";"2012";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"2.9";"3.9";"281";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"2927272";"2012";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"2.7";"4.1";"287";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"2927360";"2012";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.5";"2.5";"197";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"2927936";"2012";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.0";"3.2";"174";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"2927732";"2012";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.3";"3.2";"309";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
"2928014";"2012";"IA";"Iowa";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.9";"";"";"1.6";"2.3";"187";"Overall";"Overall";"CHCKIDNY";"18";"18";"";"";"";"";"";""
"2927418";"2012";"KS";"Kansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.9";"";"";"1.6";"2.1";"311";"Overall";"Overall";"CHCKIDNY";"19";"19";"";"";"";"";"";""
"2928092";"2012";"KY";"Kentucky";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.4";"3.2";"456";"Overall";"Overall";"CHCKIDNY";"20";"20";"";"";"";"";"";""
"2928277";"2012";"LA";"Louisiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.9";"2.7";"348";"Overall";"Overall";"CHCKIDNY";"21";"21";"";"";"";"";"";""
"2928365";"2012";"ME";"Maine";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.7";"2.3";"278";"Overall";"Overall";"CHCKIDNY";"22";"22";"";"";"";"";"";""
"2928650";"2012";"MD";"Maryland";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.9";"2.7";"387";"Overall";"Overall";"CHCKIDNY";"23";"23";"";"";"";"";"";""
"2928245";"2012";"MA";"Massachusetts";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.7";"";"";"1.5";"1.9";"605";"Overall";"Overall";"CHCKIDNY";"24";"24";"";"";"";"";"";""
"2928434";"2012";"MI";"Michigan";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.7";"3.6";"455";"Overall";"Overall";"CHCKIDNY";"25";"25";"";"";"";"";"";""
"2929031";"2012";"MN";"Minnesota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.7";"2.4";"316";"Overall";"Overall";"CHCKIDNY";"26";"26";"";"";"";"";"";""
"2928709";"2012";"MS";"Mississippi";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.2";"3.1";"273";"Overall";"Overall";"CHCKIDNY";"27";"27";"";"";"";"";"";""
"2928505";"2012";"MO";"Missouri";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.1";"233";"Overall";"Overall";"CHCKIDNY";"28";"28";"";"";"";"";"";""
"2929101";"2012";"MT";"Montana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.7";"2.5";"261";"Overall";"Overall";"CHCKIDNY";"29";"29";"";"";"";"";"";""
"2928778";"2012";"NE";"Nebraska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"2.0";"2.5";"608";"Overall";"Overall";"CHCKIDNY";"30";"30";"";"";"";"";"";""
"2928866";"2012";"NV";"Nevada";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.2";"";"";"2.4";"4.0";"165";"Overall";"Overall";"CHCKIDNY";"31";"31";"";"";"";"";"";""
"2928954";"2012";"NH";"New Hampshire";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.1";"3.0";"249";"Overall";"Overall";"CHCKIDNY";"32";"32";"";"";"";"";"";""
"2929236";"2012";"NJ";"New Jersey";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.8";"2.5";"437";"Overall";"Overall";"CHCKIDNY";"33";"33";"";"";"";"";"";""
"2929422";"2012";"NM";"New Mexico";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"2.9";"3.8";"359";"Overall";"Overall";"CHCKIDNY";"34";"34";"";"";"";"";"";""
"2929801";"2012";"NY";"New York";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.6";"2.7";"136";"Overall";"Overall";"CHCKIDNY";"35";"35";"";"";"";"";"";""
"2929307";"2012";"NC";"North Carolina";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"2.2";"2.9";"395";"Overall";"Overall";"CHCKIDNY";"36";"36";"";"";"";"";"";""
"2929492";"2012";"ND";"North Dakota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.5";"2.4";"134";"Overall";"Overall";"CHCKIDNY";"37";"37";"";"";"";"";"";""
"2929969";"2012";"OH";"Ohio";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"2.0";"2.7";"422";"Overall";"Overall";"CHCKIDNY";"38";"38";"";"";"";"";"";""
"2929570";"2012";"OK";"Oklahoma";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"2.0";"2.7";"269";"Overall";"Overall";"CHCKIDNY";"39";"39";"";"";"";"";"";""
"2929658";"2012";"OR";"Oregon";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"2.0";"3.0";"181";"Overall";"Overall";"CHCKIDNY";"40";"40";"";"";"";"";"";""
"2930135";"2012";"PA";"Pennsylvania";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.9";"2.4";"562";"Overall";"Overall";"CHCKIDNY";"41";"41";"";"";"";"";"";""
"2929737";"2012";"RI";"Rhode Island";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.6";"3.0";"151";"Overall";"Overall";"CHCKIDNY";"42";"42";"";"";"";"";"";""
"2929921";"2012";"SC";"South Carolina";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"2.1";"2.8";"425";"Overall";"Overall";"CHCKIDNY";"43";"43";"";"";"";"";"";""
"2930496";"2012";"SD";"South Dakota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.7";"2.6";"225";"Overall";"Overall";"CHCKIDNY";"44";"44";"";"";"";"";"";""
"2930196";"2012";"TN";"Tennessee";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.9";"2.7";"231";"Overall";"Overall";"CHCKIDNY";"45";"45";"";"";"";"";"";""
"2930770";"2012";"TX";"Texas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.4";"3.4";"296";"Overall";"Overall";"CHCKIDNY";"46";"46";"";"";"";"";"";""
"2931074";"2012";"UT";"Utah";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.2";"";"";"2.8";"3.6";"487";"Overall";"Overall";"CHCKIDNY";"47";"47";"";"";"";"";"";""
"2931162";"2012";"VT";"Vermont";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.6";"2.4";"169";"Overall";"Overall";"CHCKIDNY";"48";"48";"";"";"";"";"";""
"2930638";"2012";"VA";"Virginia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.8";"";"";"1.5";"2.1";"200";"Overall";"Overall";"CHCKIDNY";"49";"49";"";"";"";"";"";""
"2930337";"2012";"WA";"Washington";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.7";"3.4";"587";"Overall";"Overall";"CHCKIDNY";"50";"50";"";"";"";"";"";""
"2930716";"2012";"WV";"West Virginia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.6";"3.5";"240";"Overall";"Overall";"CHCKIDNY";"51";"51";"";"";"";"";"";""
"2930416";"2012";"WI";"Wisconsin";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.8";"";"";"1.3";"2.3";"146";"Overall";"Overall";"CHCKIDNY";"52";"52";"";"";"";"";"";""
"2930896";"2012";"WY";"Wyoming";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.3";"3.5";"259";"Overall";"Overall";"CHCKIDNY";"53";"53";"";"";"";"";"";""
"2930984";"2012";"GU";"Guam";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"4.1";"";"";"2.8";"5.3";"68";"Overall";"Overall";"CHCKIDNY";"56";"56";"";"";"";"";"";""
"2931490";"2012";"PR";"Puerto Rico";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.9";"2.7";"168";"Overall";"Overall";"CHCKIDNY";"60";"60";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Datasource";"";"Behavioral Risk Factor Surveillance System";"http://www.cdc.gov/brfss";"BRFSS";"CDC"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"%";"Percent";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"CI";"95% Confidence Interval";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"n";"“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"N/A";"Translates to no data available for a record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"No Data";"Translates to no data available for record.";"";"";""
