keyword;correlation
liver disease;0.08559683122701112
diabetes;0.021369238363892484
renal failure;0.11898370386653158
hypertension;0.01958145091107112
disease;-0.11630648165517936
kidney;0.13636429096394417
cardiovascular disease;0.0740210516683491
cirrhosis;0.15451957072336495
nephritis;0.021585036689029672
cardiomyopathy;-0.1300869653467475
emphysema;-0.02182020973964871
cystic fibrosis;-0.14655957235361008
glaucoma;0.0698488357679292
sickle cell anemia;-0.019128127963485047
coronary artery disease;0.16122884586216193
juvenile diabetes;-0.16586214046376171
congestive heart failure;0.08923102080427985
genetic disorder;-0.032346830915052305
anemia;0.036797878323684065
pancreatitis;0.09999683514688958
atherosclerosis;-0.011542672579669429
hypothyroidism;0.02185961977168105
diabetic;0.18770226994633019
Kawasaki Disease;0.07416714031861717
rheumatic fever;0.07467520783558433
nephrotic syndrome;0.054462857253641056
valvular heart disease;-0.022552885240245107
metabolic disorder;0.13489867473223882
liver;0.08777057070470722
arteriosclerosis;0.09090638200938167
gout;0.12466751749977845
autoimmune disease;-0.057935133402313765
retinopathy;0.035009399736464254
osteoporosis;0.020227461987456976
kidney failure;0.11237818033815712
heart disease;0.02223400983445302
chronic renal failure;-0.0813897897398949
liver cancer;-0.08988274200108619
polycystic kidney disease;0.15939048943600137
colon cancer;-0.025348593212414863
cancer;-0.0018302826898362401
lupus;0.13052117631216903
dementia;-0.057377368314891514
leukemia;-0.07179497030412875
hemolytic anemia;0.004002915013888473
lung cancer;-0.09583156342495257
iron overload;0.012786391497677569
pancreatic cancer;-0.08141646679666255
acute myeloid leukemia;-0.008119156350552164
prostate cancer;-0.11571976634051999
epilepsy;-0.22671114328892372
macular degeneration;-0.0741558733178766
pneumonia;-0.009437712445928961
scleroderma;-0.0266710044585302
lymphoblastic leukemia;0.14232406305864362
lymphoma;-0.17673847008170132
hemochromatosis;-0.08910098912713511
histiocytosis;-0.11268968256311135
multiple myeloma;-0.13145933971802734
nephrosis;-0.03300315354192148
celiac disease;-0.13583568668936766
amyloidosis;-0.1972710022157321
arthritis;0.006861956951075126
aplastic anemia;0.11024836487798269
degenerative;0.09907900572205387
hypertrophic cardiomyopathy;0.0003104641792363409
renal insufficiency;0.15402394702531255
aortic stenosis;0.039982335481919644
asthma;-0.10429358170340232
multiple sclerosis;-0.028731731224015677
preeclampsia;-0.02496542296124553
rheumatoid arthritis;0.010835928601039763
uremia;0.059085627583195556
prediabetes;-0.0719534337821728
vasculitis;-0.09028471186433944
sleep apnea;0.041620862653374
chronic lymphocytic leukemia;-0.1809735868397956
lupus erythematosus;0.013600715294452203
systemic lupus erythematosus;-0.021826528279183216
familial hypercholesterolemia;-0.1269617038385226
ketoacidosis;0.015138696935291338
cataracts;0.034481774409844713
myotonic muscular dystrophy;0.14183761879075754
hyperparathyroidism;0.08584469392096426
dialysis;0.10990993098926642
sepsis;0.029368302867954752
ulcerative colitis;-0.09162076615856829
pemphigus;0.014021816136453204
hyperkalemia;-0.024722448056282237
inflammatory bowel disease;0.06064555824525439
neurological disorder;0.07163856681024439
lymphocytic leukemia;-0.10567948776775642
hyponatremia;-0.03029579415511816
illness;-0.08598558560756926
muscular dystrophy;-0.058898689893351515
lichen planus;0.04017477021933629
leukodystrophy;-0.0817218533160915
hydrocephalus;-0.04612940778339292
breast cancer;-0.08336174761142286
renal;0.046722451819311415
sugar diabetes;-0.005321543152977698
mucoviscidosis;0.030157459634236144
pyelitis;0.3120657705109244
necrobiosis lipoidica;0.18923519732101635
uropathy;-0.07100284607270911
toxemia of pregnancy;0.025593484489749713
nephropathy;0.04477844746883194
diabetes insipidus;0.12763599913706233
Christmas Disease;0.02513244168159107
nephroptosis;0.2591398656106227
fatty liver;0.2317165223575234
anuresis;-0.09561417321417413
emia;0.026183684845687755
fibrosis;-0.13124568949590512
conversion disorder;-0.05931211447359099
keratomalacia;-0.0404403940624149
rachischisis;0.015374067462572692
nephrolith;0.11181196523456961
renal corpuscle;-0.020401384548399293
renal cortex;0.01689276951564815
tetralogy of fallot;-0.01563212985134457
chronic;-0.007817687717168178
coeliac disease;0.13181713157833388
pulmonary emphysema;0.2616717330805333
gas gangrene;-0.18116627177119782
hyperthyroidism;-0.0077500165833122745
kalemia;0.024202389980428302
cardiovascular;0.013536384999713593
cat scratch disease;-0.06067549596998734
amyotrophic lateral sclerosis;0.018284209110716588
coronary thrombosis;-0.055548028652510684
cor pulmonale;0.13245521300718271
high blood pressure;0.19561600661980635
gulf war syndrome;0.055214379540984536
respiratory disease;0.0830420710426562
Williams Syndrome;-0.21409725675608168
Newcastle Disease;-0.19956457897139523
diagnose;-0.006285044316755112
albuminuria;0.13345923179778021
nephrite;0.156651320905913
Pkd;-0.11990203735393702
oliguria;0.08678641183608356
gravel;-0.15551719608324902
nephrosclerosis;0.06760604970142141
polycystic;-0.022861478067116997
chlorothiazide;-0.04217926334819381
leptospirosis;0.06911908172837498
stone;-0.07282227711885532
stoned;-0.05877382755004632
stoning;-0.08877073391788205
transplantation;-0.08940693006700669
urine;0.040193755043346845
French;-0.1967589489625247
polydipsia;0.031835179962290544
rheumatism;0.0695711808507332
ray;0.040979950343236704
azotemia;0.07685198245095022
haematuria;0.0836917014093056
