"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2922204";"2011";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"2.1";"3.0";"266";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"2922386";"2011";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"1.8";"3.2";"100";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"2922566";"2011";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"2.7";"4.1";"288";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"2922649";"2011";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.1";"3.5";"178";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"2922337";"2011";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.5";"";"";"2.3";"2.8";"629";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"2922520";"2011";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.9";"2.5";"405";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"2922702";"2011";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.8";"";"";"1.4";"2.2";"171";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"2923100";"2011";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"1.8";"3.0";"145";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"2922772";"2011";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.2";"3.3";"153";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"2922855";"2011";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.0";"";"";"2.5";"3.5";"494";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"2922938";"2011";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.9";"";"";"2.5";"3.3";"364";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"2923021";"2011";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.2";"";"";"2.5";"3.8";"298";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"2923398";"2011";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"1.9";"2.8";"225";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"2923185";"2011";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.0";"3.4";"162";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"2923268";"2011";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.7";"2.4";"276";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
"2923658";"2011";"IA";"Iowa";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.3";"";"";"1.0";"1.6";"141";"Overall";"Overall";"CHCKIDNY";"18";"18";"";"";"";"";"";""
