keyword;correlation
liver disease;-0.050575340857043266
diabetes;-0.005469134073315922
renal failure;0.1545714449115783
hypertension;0.0017394556969169625
disease;-0.2959973301246965
kidney;0.25829446950963614
cardiovascular disease;0.12613997420984727
cirrhosis;0.174785744949453
nephritis;-0.00047800579225750275
cardiomyopathy;-0.18740564077474084
emphysema;-0.048146922092246164
cystic fibrosis;-0.29058660108941464
glaucoma;0.08402500335331599
sickle cell anemia;-0.055901506695518625
diabetes mellitus;0.06902578987724545
coronary artery disease;0.09888905569886318
juvenile diabetes;-0.097287459962711
congestive heart failure;0.009662807213144296
genetic disorder;-0.08171768940451073
anemia;-0.03491771630177722
pancreatitis;0.028089186158041273
atherosclerosis;-0.07798777909007985
hypothyroidism;-0.09026234551888661
diabetic;0.17387090951137193
Kawasaki Disease;0.06883370367586007
rheumatic fever;-0.05502470720045416
nephrotic syndrome;0.0406086866523046
valvular heart disease;0.00693201688860885
metabolic disorder;0.1059559980968297
liver;0.12297551250310979
arteriosclerosis;0.07695320099165116
gout;0.2686386921002809
autoimmune disease;-0.19204021112314276
retinopathy;-0.0303663482354156
osteoporosis;-0.09085469842158068
kidney failure;0.13003037509344884
heart disease;-0.07424031106228966
chronic renal failure;0.02333773936918225
liver cancer;-0.16479825539316253
polycystic kidney disease;0.1660042953964088
colon cancer;-0.16323624800943135
cancer;-0.1376958054325834
lupus;0.1279854526782179
dementia;-0.21212503288293597
leukemia;-0.19579981701719487
hemolytic anemia;-0.10741443631642487
lung cancer;-0.2532694303548188
iron overload;0.022400191674804146
pancreatic cancer;-0.3825460920705677
acute myeloid leukemia;-0.13024864775740377
prostate cancer;-0.1399629296754947
epilepsy;-0.34560828287584827
macular degeneration;-0.11989554453151903
pneumonia;-0.11422016758718784
scleroderma;-0.264207885285222
lymphoblastic leukemia;-0.012504236922610268
lymphoma;-0.37759864792632275
hemochromatosis;-0.18103519082784855
multiple myeloma;-0.41052137883792644
nephrosis;0.021589272375057585
celiac disease;-0.26410771465414257
amyloidosis;-0.284849524123123
arthritis;-0.1463156768006941
aplastic anemia;0.1018005192956004
degenerative;0.0350158805912095
hypertrophic cardiomyopathy;0.05432982646270274
renal insufficiency;0.18878898418916135
aortic stenosis;-0.010048521242611354
asthma;-0.0994262986789648
multiple sclerosis;-0.22093666352352995
preeclampsia;-0.04241711131852163
rheumatoid arthritis;-0.1315344147104398
