keyword;correlation
liver disease;-0.10787477421481349
diabetes;-0.0815765496346622
renal failure;0.1210612985975113
hypertension;-0.03746018890118714
disease;-0.3585120789353375
kidney;0.16456942735540966
cardiovascular disease;0.06746086998715314
cirrhosis;0.08134570062425579
nephritis;-0.07306867698171209
cardiomyopathy;-0.28223278086987447
emphysema;-0.11429455063917433
cystic fibrosis;-0.32582012741681304
glaucoma;0.022393051859154633
sickle cell anemia;-0.0638055934422797
diabetes mellitus;0.07165552465176288
coronary artery disease;0.10229403193007851
juvenile diabetes;-0.17569389517392556
congestive heart failure;-0.004925557770111927
genetic disorder;-0.03363201007425785
anemia;-0.08231873344685758
pancreatitis;-0.013882554332857065
atherosclerosis;-0.10722396798964355
hypothyroidism;-0.11684101438663023
diabetic;0.1830669721502787
Kawasaki Disease;0.026568708337125324
rheumatic fever;0.04788144639939526
nephrotic syndrome;0.05064525255002476
valvular heart disease;0.08918924345758704
metabolic disorder;0.1441444948923229
liver;0.052502018782272696
arteriosclerosis;0.07834221439044615
gout;0.18300271850823113
autoimmune disease;-0.1830874448424081
retinopathy;-0.0679376780943396
osteoporosis;-0.1381238296253788
kidney failure;0.08118389444651092
heart disease;-0.14162880036685452
chronic renal failure;-0.1324171081561687
liver cancer;-0.2183851175902767
polycystic kidney disease;0.17556106131112773
colon cancer;-0.15647611200125558
cancer;-0.21287787120560062
lupus;0.16039252455756767
dementia;-0.2738071256794317
leukemia;-0.23994226047678613
hemolytic anemia;-0.007377020071390569
lung cancer;-0.3535266415284702
iron overload;0.060326190720348394
pancreatic cancer;-0.473291493155096
acute myeloid leukemia;-0.06429133779060123
prostate cancer;-0.17588189079608707
epilepsy;-0.44275863503655205
macular degeneration;-0.12328099762000046
pneumonia;-0.14808944655459388
scleroderma;-0.17302105623101996
lymphoblastic leukemia;0.12578366514825648
lymphoma;-0.4417958538318026
hemochromatosis;-0.23205029056455564
histiocytosis;-0.08911025076662416
multiple myeloma;-0.41689251406770184
nephrosis;-0.07658460510252459
celiac disease;-0.26428122542040267
amyloidosis;-0.3187117049012424
arthritis;-0.192783355823375
aplastic anemia;0.044202580028077816
degenerative;-0.01538029457419495
hypertrophic cardiomyopathy;-0.008536142642917468
renal insufficiency;0.12542140111428193
aortic stenosis;-0.03291252107566323
asthma;-0.25168102453848257
multiple sclerosis;-0.22835432595693927
preeclampsia;-0.06664106282498143
rheumatoid arthritis;-0.16951002972527893
uremia;0.007525007572972343
prediabetes;-0.04862411409795201
vasculitis;-0.1967834791995058
sleep apnea;0.03872027815442482
lupus erythematosus;-0.13355537191233383
systemic lupus erythematosus;-0.03246552124003289
familial hypercholesterolemia;-0.1146560106101819
ketoacidosis;-0.07725897527529335
cataracts;-0.043021292456709735
myotonic muscular dystrophy;0.09627329698551686
hyperparathyroidism;0.04730251513219488
dialysis;0.11204032105672786
sepsis;-0.04674830106027437
ulcerative colitis;-0.24881175274006326
pemphigus;0.06082489073301781
hyperkalemia;-0.13347855879678547
inflammatory bowel disease;0.0480992893988219
neurological disorder;0.08918924345758704
lymphocytic leukemia;-0.12738306497695784
hyponatremia;-0.18157413768508227
illness;-0.3672805233371939
muscular dystrophy;-0.21116228911091564
lichen planus;0.01961535302599952
leukodystrophy;-0.15116266866972286
hydrocephalus;-0.13584144212057592
breast cancer;-0.25389007282246867
renal;-0.0728279131069796
sugar diabetes;0.011521414321733406
mucoviscidosis;0.13356882458965744
pyelitis;0.2946842443873299
necrobiosis lipoidica;0.18836580139739337
uropathy;-0.05510063502661023
toxemia of pregnancy;0.005837664344660635
nephropathy;-0.025889216923037885
diabetes insipidus;0.04440924956291834
Christmas Disease;0.03571205779481271
nephroptosis;0.20438989675624794
fatty liver;0.1353756094121004
anuresis;-0.08186806124340094
emia;0.07342745531396382
fibrosis;-0.31864776728558514
conversion disorder;-0.07355853261364552
keratomalacia;0.024758707969617665
rachischisis;0.0164509026575127
nephrolith;0.1192893835783977
renal corpuscle;-0.07552047403650237
renal cortex;0.0050290322714837766
tetralogy of fallot;-0.12759583090228255
chronic;-0.21170770149506435
coeliac disease;0.14388202034107656
pulmonary emphysema;0.22426647480619466
gas gangrene;-0.16811059944668197
hyperthyroidism;-0.05703109897504773
kalemia;0.09538773528105982
cardiovascular;-0.06051082550742548
cat scratch disease;-0.026829221057737395
amyotrophic lateral sclerosis;0.08160384106421802
coronary thrombosis;-0.1274132049394099
cor pulmonale;0.12282031758568455
high blood pressure;0.2631274047451118
gulf war syndrome;0.09449750621629356
respiratory disease;0.09102514735206203
Williams Syndrome;-0.3706938656479821
Newcastle Disease;-0.18929961876712334
diagnose;-0.11018255670768662
albuminuria;0.0921365493194976
nephrite;0.2843518372878087
Pkd;-0.1039798747310735
oliguria;0.05498023933344124
gravel;-0.22107442637311683
nephrosclerosis;0.039189270558273884
polycystic;-0.029279084363957333
chlorothiazide;-0.050725001154774664
leptospirosis;0.025161899251304614
stone;-0.1788999431620332
stoned;-0.09584999109460023
stoning;-0.0978113548347131
transplantation;-0.1656596559968085
urine;-0.03742280620296372
French;-0.34301612375129986
polydipsia;0.08252197747372965
rheumatism;0.05786093440127702
ray;0.010421853505504832
azotemia;0.0936493962546172
haematuria;0.07344640396972567
anuria;0.1217638157841161
ballottement;-0.039208329680147556
donor;-0.3260811531422619
erythropoietin;0.005857195400960355
glomerulonephritis;-0.038019575906772206
hemodialysis;0.0244678773821639
hydronephrosis;0.03603885972226871
mannitol;0.04698696051556021
