keyword;correlation
liver disease;0.08767321883974284
diabetes;0.07029158434779799
renal failure;0.2116696627012212
hypertension;0.08734418546632378
disease;-0.06508915827086544
kidney;0.2158483503746624
cardiovascular disease;0.1099776438236419
cirrhosis;0.13259835394914868
nephritis;0.07404031253292959
cardiomyopathy;-0.0434447254630367
emphysema;0.025088852601809254
cystic fibrosis;-0.10901848241530467
glaucoma;0.08640212821423872
sickle cell anemia;0.002100897138049849
diabetes mellitus;0.04291306842395282
coronary artery disease;0.138950758967918
juvenile diabetes;-0.08766679178833954
congestive heart failure;0.05955773991258816
genetic disorder;-0.07732979832175088
anemia;0.06942136286030028
pancreatitis;0.11671600736495903
atherosclerosis;0.03687477625889265
hypothyroidism;0.056546481125832354
diabetic;0.2240931648804918
Kawasaki Disease;0.12150667090437062
rheumatic fever;0.054016257632279165
nephrotic syndrome;0.10185040189498408
valvular heart disease;0.06185417035057337
metabolic disorder;0.04934075430066318
liver;0.146251725307085
arteriosclerosis;0.19563393301477924
gout;0.21273652643903085
autoimmune disease;-0.025106946260480777
retinopathy;0.07659327989320175
osteoporosis;0.06030125816868861
kidney failure;0.19443526395415786
heart disease;0.04677382406512983
chronic renal failure;0.07367134842243096
liver cancer;-0.005996362870377502
polycystic kidney disease;0.18548470759573124
colon cancer;0.032919090894567245
cancer;0.04585094103040998
lupus;0.18266422066698618
dementia;-0.019604702054875706
leukemia;-0.025990838351755963
hemolytic anemia;-0.08261054311176029
lung cancer;-0.008105989756626016
iron overload;-0.012254752919105598
pancreatic cancer;0.027701854023669228
acute myeloid leukemia;-0.016228530461187662
prostate cancer;0.09158557872725186
epilepsy;-0.16177601048212817
macular degeneration;-0.03990298271124366
pneumonia;0.032876025943569157
scleroderma;-0.028843513512116527
lymphoblastic leukemia;0.03563331364185474
lymphoma;-0.1295314861296388
hemochromatosis;-0.08448995591416598
histiocytosis;-0.051512895263272664
multiple myeloma;-0.1439064446230842
nephrosis;0.07022461882672097
celiac disease;-0.11446619036797807
amyloidosis;-0.16445264223290465
arthritis;0.039966770514936446
aplastic anemia;0.15259943440374313
degenerative;0.13075509197832155
hypertrophic cardiomyopathy;0.08228066769706514
renal insufficiency;0.20546049812330666
aortic stenosis;0.07801296223106931
asthma;0.0018458051325604006
multiple sclerosis;-0.020755277215524608
preeclampsia;0.08251581864387243
rheumatoid arthritis;0.019242612491074288
uremia;0.10992243288908436
prediabetes;0.025871014314213334
vasculitis;-0.007076106102146683
sleep apnea;0.05845102647520877
chronic lymphocytic leukemia;-0.06436998620882957
lupus erythematosus;0.0661111438002047
systemic lupus erythematosus;-0.03876174342909288
familial hypercholesterolemia;-0.06969725669468797
ketoacidosis;0.0861922822588372
cataracts;0.06082807457656256
myotonic muscular dystrophy;0.1419932171539457
hyperparathyroidism;-0.004990825195849234
dialysis;0.17650481378853644
sepsis;0.020282785180261102
ulcerative colitis;-0.08862519438193718
pemphigus;0.08358157758065961
hyperkalemia;0.08757354395093851
inflammatory bowel disease;-0.010891195141010545
neurological disorder;-0.007061297390325057
lymphocytic leukemia;-0.05127949994940934
hyponatremia;0.013522546768072194
illness;-0.049564655577981155
muscular dystrophy;-0.08691891449716788
lichen planus;0.09200663059122939
leukodystrophy;-0.1303982002557811
hydrocephalus;0.02938428071541177
breast cancer;0.003286173034891852
renal;0.09791984234274555
sugar diabetes;0.1291294441409379
mucoviscidosis;0.14024297504442648
pyelitis;0.18230078000636626
necrobiosis lipoidica;0.22471305316814305
uropathy;0.13108326015099955
toxemia of pregnancy;0.05854543506050756
nephropathy;0.004258156667696136
diabetes insipidus;0.10973663318368865
Christmas Disease;0.038041945081815444
nephroptosis;0.3435188029262169
fatty liver;0.26680193025312515
anuresis;-0.20032537175785728
emia;0.04945227975666137
fibrosis;-0.05381166772635423
conversion disorder;0.014129120922144288
keratomalacia;-0.03815968497305176
rachischisis;-0.0040519072748426204
nephrolith;0.07313941968383875
renal corpuscle;0.04334675395462654
renal cortex;0.029109815362325698
tetralogy of fallot;-0.02034514980834412
chronic;0.031032207652236785
coeliac disease;0.08521266371894858
pulmonary emphysema;0.20492088024672953
gas gangrene;-0.06609833396913516
hyperthyroidism;0.04565064699999874
kalemia;-0.013388771988961443
cardiovascular;0.05999760151828876
cat scratch disease;-0.10097050236904803
amyotrophic lateral sclerosis;0.040072028298147204
coronary thrombosis;0.11244802088195449
cor pulmonale;0.2794663551934791
high blood pressure;0.24852833927832288
gulf war syndrome;-0.00839773489268354
respiratory disease;0.05452212770802814
Williams Syndrome;-0.14037092875576435
diagnose;0.030235114357908457
albuminuria;0.07089810983956393
nephrite;0.0666884844387971
Pkd;-0.1181146423824318
oliguria;0.07588709682912247
gravel;-0.13945672075417245
nephrosclerosis;0.2246452317108809
polycystic;0.08822698246730093
chlorothiazide;0.004928982047992349
leptospirosis;0.207995361268832
stone;0.004043984520900471
stoned;0.03108385107678301
stoning;-0.016889734869718426
transplantation;-0.07260633450981913
urine;0.12275050606194027
French;-0.10373807054596668
polydipsia;0.12926969372722
rheumatism;0.009951867369115125
ray;0.1041600806704903
azotemia;0.20421329644147188
haematuria;-0.029645579952949027
anuria;0.11483633392059356
donor;-0.16279727359622745
erythropoietin;0.060548217607471456
glomerulonephritis;0.08529785131881377
hemodialysis;0.08569299825604197
hydronephrosis;0.08766682803112841
mannitol;0.05899266445970722
nephrectomy;0.14863515046488304
nephrology;-0.06872635919912262
organ;0.10121772805989383
pyelonephritis;0.023566647727620293
spironolactone;-0.004981205737123121
viscus;0.008989844893733017
azathioprine;0.021931493135467998
calyx;-0.07603218461638624
capsule;0.10633405782406663
