keyword;correlation
liver disease;0.07841111592545506
diabetes;-0.04373803975930527
renal failure;0.0006291271710184232
hypertension;0.03529158556547391
disease;-0.19761458928709874
kidney;0.35313005382350854
cardiovascular disease;-0.032796172099250516
cirrhosis;0.13578584971847493
nephritis;0.11761729929530874
cardiomyopathy;-0.101380232826786
emphysema;-0.0037921173408320564
cystic fibrosis;-0.2252469110727382
glaucoma;0.04267258876879932
sickle cell anemia;0.06024776314885403
diabetes mellitus;-0.016860106318878593
coronary artery disease;0.0974232924639283
juvenile diabetes;-0.10596306545643765
congestive heart failure;0.17238195339472032
genetic disorder;0.070006536124477
anemia;0.10494995885800577
pancreatitis;0.18312456304668834
atherosclerosis;-0.09268156528302414
hypothyroidism;0.032266023282573005
diabetic;0.2964237842412743
Kawasaki Disease;0.06866782907954917
rheumatic fever;-0.059764796438561064
nephrotic syndrome;-0.017003629280424665
valvular heart disease;-0.0675392668342193
metabolic disorder;-0.09802167604521095
liver;0.23770919280682845
arteriosclerosis;0.10370396564149849
gout;0.22265790504396596
autoimmune disease;-0.09192265973465726
retinopathy;0.03141023804167214
osteoporosis;-0.11879261519465097
kidney failure;0.2383294029180341
heart disease;-0.051057214886312784
chronic renal failure;0.04468224487356417
liver cancer;0.07456959556630786
polycystic kidney disease;0.2031869362133696
colon cancer;-0.06336510224367488
cancer;0.002454905486237532
lupus;0.020330141036147057
dementia;-0.07959958727332636
leukemia;-0.10557076703292612
hemolytic anemia;-0.11526574456753859
lung cancer;-0.10458240193335255
iron overload;-0.07927300443286242
pancreatic cancer;-0.2834958460780159
acute myeloid leukemia;-0.02984310558635071
prostate cancer;0.0034823495684072753
epilepsy;-0.28693812721151585
macular degeneration;-0.12269133064397762
pneumonia;0.024825109518614955
scleroderma;-0.130616409901445
lymphoblastic leukemia;0.06507686489652004
lymphoma;-0.24124770337790336
hemochromatosis;-0.12253807153432177
histiocytosis;0.012845716110009087
multiple myeloma;-0.24860649237513163
nephrosis;0.004138813471784981
celiac disease;-0.28126541295224167
amyloidosis;-0.17943814362897526
arthritis;-0.054188962684288335
aplastic anemia;0.10772990853145765
degenerative;0.17840811847238078
hypertrophic cardiomyopathy;0.08382307996017634
renal insufficiency;0.11451749943086693
aortic stenosis;0.07132336585779055
asthma;-0.018364865519697748
multiple sclerosis;-0.09546598133664215
preeclampsia;-0.03692983670531963
rheumatoid arthritis;0.061937650140771745
uremia;0.11883892426568486
prediabetes;-0.09911802354876993
vasculitis;-0.11688929069265706
sleep apnea;0.07412021159177064
chronic lymphocytic leukemia;0.1370846505050984
lupus erythematosus;0.017859641025544392
systemic lupus erythematosus;0.015442394877388618
familial hypercholesterolemia;-0.05996584858057835
ketoacidosis;0.026112036362668997
cataracts;0.009154150165339577
myotonic muscular dystrophy;0.15815768321422569
hyperparathyroidism;-0.07698391898466984
dialysis;0.26593305989428473
sepsis;0.0638671538027744
ulcerative colitis;-0.1163748737334452
pemphigus;0.05166155086059041
hyperkalemia;0.0559519409716031
inflammatory bowel disease;0.06610645475607617
neurological disorder;-0.0675392668342193
lymphocytic leukemia;-0.09456717605458058
hyponatremia;0.0577380613736647
illness;-0.19304586309883773
muscular dystrophy;0.08176226095797741
lichen planus;-0.03698432937964178
leukodystrophy;0.03683875911866189
hydrocephalus;0.0004476649701932965
breast cancer;-0.03696699583889431
renal;0.14668434118031068
sugar diabetes;0.1826667998829993
mucoviscidosis;-0.09173977469491029
pyelitis;0.051198862994587514
necrobiosis lipoidica;0.0695162579596416
uropathy;0.1447179665750949
toxemia of pregnancy;0.09894821812070166
nephropathy;0.01851746491152951
diabetes insipidus;0.119301185578233
Christmas Disease;0.027082337784871766
nephroptosis;0.18444599191721192
fatty liver;0.3639415736976261
anuresis;-0.18079761788125237
emia;-0.03857185145793082
fibrosis;-0.1306216425511988
conversion disorder;0.04189890123261883
keratomalacia;-0.09490282965446244
