"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2067852";"2012";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"";"";"53";"Overall";"Overall";"CHCKIDNY";"1";"1";"";"";"";"";"";""
"2067413";"2012";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"";"";"51";"Overall";"Overall";"CHCKIDNY";"2";"2";"";"";"";"";"";""
"1918927";"2012";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"2.0";"2.8";"308";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"1922041";"2012";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.2";"";"";"1.7";"2.7";"102";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"1924675";"2012";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.7";"";"";"3.0";"4.4";"337";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"1928248";"2012";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.3";"3.3";"205";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"1930546";"2012";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.6";"";"";"2.2";"2.9";"519";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"1933474";"2012";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.0";"";"";"1.7";"2.2";"306";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"1935992";"2012";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"1.9";"2.7";"237";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"1939020";"2012";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"1.9";"3.0";"152";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"1941616";"2012";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"1.7";"3.2";"117";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"1945276";"2012";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.5";"";"";"2.9";"4.1";"321";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"1947932";"2012";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.4";"";"";"2.9";"4.0";"281";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"1950252";"2012";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.6";"";"";"3.0";"4.3";"287";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"1953172";"2012";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.1";"";"";"1.6";"2.7";"197";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"1955830";"2012";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"2.0";"3.3";"174";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"1959210";"2012";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.9";"";"";"2.5";"3.3";"309";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
