"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"1919295";"2011";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"";"";"53";"Overall";"Overall";"CHCKIDNY";"1";"1";"";"";"";"";"";""
"1918501";"2011";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"";"";"51";"Overall";"Overall";"CHCKIDNY";"2";"2";"";"";"";"";"";""
"1774388";"2011";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"2.2";"3.1";"266";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"1776595";"2011";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"1.7";"3.0";"100";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"1779504";"2011";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.5";"";"";"2.8";"4.3";"288";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"1782447";"2011";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.0";"";"";"2.3";"3.7";"178";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"1784885";"2011";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.6";"";"";"2.3";"3.0";"629";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"1787898";"2011";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.2";"";"";"1.9";"2.5";"405";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"1790456";"2011";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.9";"";"";"1.5";"2.3";"171";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"1793214";"2011";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"1.9";"3.1";"145";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"1795687";"2011";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"2.1";"3.3";"153";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"1798558";"2011";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.2";"";"";"2.8";"3.7";"494";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"1801932";"2011";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.4";"3.2";"364";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"1803784";"2011";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.3";"";"";"2.7";"3.9";"298";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"1806707";"2011";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"2.0";"2.9";"225";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"1809610";"2011";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.1";"3.5";"162";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"1813024";"2011";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.1";"";"";"1.8";"2.5";"276";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
"1815266";"2011";"IA";"Iowa";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.5";"";"";"1.2";"1.8";"141";"Overall";"Overall";"CHCKIDNY";"18";"18";"";"";"";"";"";""
"1818432";"2011";"KS";"Kansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"2.1";"2.6";"605";"Overall";"Overall";"CHCKIDNY";"19";"19";"";"";"";"";"";""
"1820882";"2011";"KY";"Kentucky";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"2.0";"2.9";"371";"Overall";"Overall";"CHCKIDNY";"20";"20";"";"";"";"";"";""
"1823502";"2011";"LA";"Louisiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.6";"";"";"2.2";"3.0";"381";"Overall";"Overall";"CHCKIDNY";"21";"21";"";"";"";"";"";""
"1826221";"2011";"ME";"Maine";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"2.1";"2.7";"398";"Overall";"Overall";"CHCKIDNY";"22";"22";"";"";"";"";"";""
"1829408";"2011";"MD";"Maryland";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.9";"";"";"1.5";"2.2";"247";"Overall";"Overall";"CHCKIDNY";"23";"23";"";"";"";"";"";""
"1831959";"2011";"MA";"Massachusetts";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.9";"";"";"1.7";"2.2";"509";"Overall";"Overall";"CHCKIDNY";"24";"24";"";"";"";"";"";""
"1834454";"2011";"MI";"Michigan";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.0";"";"";"2.6";"3.5";"453";"Overall";"Overall";"CHCKIDNY";"25";"25";"";"";"";"";"";""
"1836650";"2011";"MN";"Minnesota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.7";"";"";"1.5";"2.0";"340";"Overall";"Overall";"CHCKIDNY";"26";"26";"";"";"";"";"";""
"1839839";"2011";"MS";"Mississippi";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"2.0";"2.8";"279";"Overall";"Overall";"CHCKIDNY";"27";"27";"";"";"";"";"";""
