"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2695304";"2015";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"";"";"53";"Overall";"Overall";"CHCKIDNY";"1";"1";"";"";"";"";"";""
"2694958";"2015";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"";"";"51";"Overall";"Overall";"CHCKIDNY";"2";"2";"";"";"";"";"";""
"2466366";"2015";"AL";"Alabama";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.3";"3.2";"286";"Overall";"Overall";"CHCKIDNY";"3";"3";"";"";"";"";"";""
"2470527";"2015";"AK";"Alaska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.8";"";"";"1.2";"2.4";"96";"Overall";"Overall";"CHCKIDNY";"4";"4";"";"";"";"";"";""
"2474921";"2015";"AZ";"Arizona";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.8";"";"";"3.3";"4.3";"412";"Overall";"Overall";"CHCKIDNY";"5";"5";"";"";"";"";"";""
"2478973";"2015";"AR";"Arkansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.2";"";"";"2.5";"3.8";"270";"Overall";"Overall";"CHCKIDNY";"6";"6";"";"";"";"";"";""
"2483519";"2015";"CA";"California";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"2.0";"2.7";"344";"Overall";"Overall";"CHCKIDNY";"7";"7";"";"";"";"";"";""
"2488064";"2015";"CO";"Colorado";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"2.1";"2.8";"414";"Overall";"Overall";"CHCKIDNY";"8";"8";"";"";"";"";"";""
"2491714";"2015";"CT";"Connecticut";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.9";"";"";"1.6";"2.2";"334";"Overall";"Overall";"CHCKIDNY";"9";"9";"";"";"";"";"";""
"2496905";"2015";"DE";"Delaware";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.4";"";"";"2.6";"4.2";"179";"Overall";"Overall";"CHCKIDNY";"10";"10";"";"";"";"";"";""
"2501140";"2015";"DC";"District of Columbia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.6";"";"";"1.9";"3.2";"159";"Overall";"Overall";"CHCKIDNY";"11";"11";"";"";"";"";"";""
"2504748";"2015";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.0";"";"";"2.5";"3.5";"380";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"2509545";"2015";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.0";"";"";"2.4";"3.6";"190";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"2514444";"2015";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.1";"";"";"2.6";"3.6";"288";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"2518073";"2015";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.8";"";"";"1.4";"2.1";"167";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
